Event{eventType='click', uid='e9b23c2d-f94a-4e17-a7ea-04f49393e86514', timestamp=1625754624, ip='238.186.83.58', impressionId='2c6f98c6-8136-42f1-a96d-fe9d9f47f2b9'}
Event{eventType='click', uid='d245eea4-00c2-4eda-a5a8-a1f37d7e111a13', timestamp=1625754624, ip='238.186.83.58', impressionId='af25964e-5707-4e96-a4ab-85a83174c8fa'}
Event{eventType='click', uid='c4051611-e6ea-49ce-b15e-acbd408443ef15', timestamp=1625754624, ip='238.186.83.58', impressionId='3d46ef86-7dd9-44f0-9c3c-dbd44cb03c5b'}
Event{eventType='click', uid='e2cb0249-82a9-44e2-9e11-a6cf50a13f4111', timestamp=1625754624, ip='238.186.83.58', impressionId='ec1dd1a8-756f-4abe-8cab-b3db3c4bef0f'}
Event{eventType='click', uid='198f2aa9-477c-4dd3-8950-04ff8014eccc16', timestamp=1625754624, ip='238.186.83.58', impressionId='b270c400-0056-44d5-9197-15b6dab118a6'}
Event{eventType='click', uid='20e581dc-063e-47a3-b70f-28789214003b17', timestamp=1625754624, ip='238.186.83.58', impressionId='5b253c38-28c0-411e-a436-6c0a93a9fc5e'}
Event{eventType='click', uid='e5dbcb6e-7e85-4527-8f0c-bbe12f0c627110', timestamp=1625754624, ip='238.186.83.58', impressionId='fb533204-5b48-448b-8a87-69e0097fabf6'}
Event{eventType='click', uid='d0ebfe76-9dc3-4f29-85a3-12b099fed1f412', timestamp=1625754624, ip='238.186.83.58', impressionId='533947c5-65d3-493c-a881-5d446d00d8fc'}
Event{eventType='click', uid='a0a6bb9f-4ca5-49e1-9d95-73fe921a4ebe', timestamp=1625754624, ip='246.230.58.195', impressionId='17272714-dd95-4cb0-82ba-58f1f7dfa6a0'}
Event{eventType='click', uid='d20dc523-1683-482b-92c7-7dab47df555f', timestamp=1625754624, ip='123.172.29.25', impressionId='d1d203d8-cd64-412f-beb2-fdeb35c4bdc5'}
Event{eventType='click', uid='436f75e0-1589-462f-876b-384a1e3d9c4f', timestamp=1625754625, ip='53.11.133.239', impressionId='76850b95-890c-4223-9565-cc300700e3bb'}
Event{eventType='click', uid='2fb71b81-9354-4f33-be9d-c954c5c7f500', timestamp=1625754625, ip='117.59.65.58', impressionId='52f6a312-366c-46e5-a476-4e11e84ea6c9'}
Event{eventType='click', uid='ab5ecd3d-b972-4fa7-b914-966860faaf23', timestamp=1625754625, ip='115.222.68.165', impressionId='d0967c32-cbe4-4ae1-8423-0f5537df412c'}
Event{eventType='click', uid='c8f5ab73-420f-434d-b51a-f9bf503dd4a4', timestamp=1625754626, ip='201.22.12.122', impressionId='764b00a9-daef-4f6d-83ce-eff6f1ec3b61'}
Event{eventType='click', uid='04273480-48b0-4d42-b353-9fb959afbc23', timestamp=1625754626, ip='178.139.180.188', impressionId='09ed694c-6e45-4bb7-9f2b-ad0ec41105c2'}
